timestamp,prompt_id,model_name,content_type,tone,total_time_sec,speed_wps,optimized_score,revision_rounds,initial_score,revised_score,score_improvement
2026-01-30T00:55:45.658471+00:00,8496fcf99e43,gpt-4o,blog_article,neutral,23.6124,12.8746,74.8972,1,45.8626,74.8972,29.0346
2026-01-30T00:55:49.437063+00:00,8496fcf99e43,llama-3.3-70b-versatile,blog_article,neutral,2.5901,37.8362,86.9006,1,49.535,86.9006,37.3656
2026-01-30T00:55:55.685598+00:00,8496fcf99e43,moonshotai/kimi-k2-instruct,blog_article,neutral,5.0155,36.6863,78.5761,1,56.1888,78.5761,22.3873
2026-01-30T00:56:01.157152+00:00,8496fcf99e43,qwen/qwen3-32b,blog_article,neutral,4.256,31.25,76.8124,1,46.2243,76.8124,30.588
2026-01-30T00:56:32.321263+00:00,cad3faa17180,gpt-4o,blog_article,neutral,29.9883,10.8709,78.2055,1,52.872,78.2055,25.3335
2026-01-30T00:56:36.092070+00:00,cad3faa17180,llama-3.3-70b-versatile,blog_article,neutral,2.5669,43.2422,64.0337,1,47.5548,64.0337,16.479
2026-01-30T00:56:46.292944+00:00,cad3faa17180,moonshotai/kimi-k2-instruct,blog_article,neutral,8.9948,26.9045,79.4092,1,31.3102,79.4092,48.099
2026-01-30T00:56:56.651731+00:00,cad3faa17180,qwen/qwen3-32b,blog_article,neutral,9.156,11.9048,84.9808,1,48.7352,84.9808,36.2456
2026-01-30T00:57:21.245996+00:00,b5d09c0c86bd,gpt-4o,blog_article,neutral,23.3902,11.9281,81.0158,1,45.7125,81.0158,35.3033
2026-01-30T00:57:25.451355+00:00,b5d09c0c86bd,llama-3.3-70b-versatile,blog_article,neutral,2.9067,48.1653,69.6744,1,49.7156,69.6744,19.9588
2026-01-30T00:57:33.675983+00:00,b5d09c0c86bd,moonshotai/kimi-k2-instruct,blog_article,neutral,7.0255,41.278,88.225,1,56.2043,88.225,32.0207
2026-01-30T00:57:40.627136+00:00,b5d09c0c86bd,qwen/qwen3-32b,blog_article,neutral,5.7438,34.82,76.0113,1,52.4707,76.0113,23.5406
2026-01-30T00:58:01.097094+00:00,b992651d909f,gpt-4o,blog_article,neutral,19.2902,13.3747,72.2742,1,47.7387,72.2742,24.5355
2026-01-30T00:58:05.556167+00:00,b992651d909f,llama-3.3-70b-versatile,blog_article,neutral,3.2847,33.184,63.5349,1,19.2888,63.5349,44.2462
2026-01-30T00:58:11.338458+00:00,b992651d909f,moonshotai/kimi-k2-instruct,blog_article,neutral,4.6218,33.104,80.7481,1,37.132,80.7481,43.6161
2026-01-30T00:58:17.052757+00:00,b992651d909f,qwen/qwen3-32b,blog_article,neutral,4.4705,36.9084,85.1598,1,57.6188,85.1598,27.541
2026-01-30T00:58:35.574366+00:00,f4c07a98b6be,gpt-4o,blog_article,neutral,17.345,38.6278,60.3561,0,,,
2026-01-30T00:58:39.257482+00:00,f4c07a98b6be,llama-3.3-70b-versatile,blog_article,neutral,2.5003,223.5755,60.1987,0,,,
2026-01-30T00:58:44.809699+00:00,f4c07a98b6be,moonshotai/kimi-k2-instruct,blog_article,neutral,4.3806,165.5034,62.4769,0,,,
2026-01-30T00:58:53.547039+00:00,f4c07a98b6be,qwen/qwen3-32b,blog_article,neutral,7.5844,41.5325,84.1002,1,52.5009,84.1002,31.5993
2026-01-30T00:59:13.363870+00:00,fd1582da372e,gpt-4o,blog_article,neutral,18.6011,13.01,65.172,1,48.8447,65.172,16.3273
2026-01-30T00:59:16.777832+00:00,fd1582da372e,llama-3.3-70b-versatile,blog_article,neutral,2.1885,47.9788,71.6323,1,48.8103,71.6323,22.8221
2026-01-30T00:59:23.711436+00:00,fd1582da372e,moonshotai/kimi-k2-instruct,blog_article,neutral,5.7381,31.7181,85.4189,1,59.3215,85.4189,26.0974
2026-01-30T00:59:31.035420+00:00,fd1582da372e,qwen/qwen3-32b,blog_article,neutral,6.1517,228.0681,63.3817,0,,,
2026-01-30T00:59:51.205032+00:00,b7a5a9aea585,gpt-4o,blog_article,neutral,18.931,11.4098,69.839,1,47.0238,69.839,22.8152
2026-01-30T00:59:55.278975+00:00,b7a5a9aea585,llama-3.3-70b-versatile,blog_article,neutral,2.8375,51.4531,83.5791,1,36.7442,83.5791,46.8349
2026-01-30T01:00:05.448110+00:00,b7a5a9aea585,moonshotai/kimi-k2-instruct,blog_article,neutral,9.0038,24.323,84.9733,1,56.798,84.9733,28.1754
2026-01-30T01:00:12.823604+00:00,b7a5a9aea585,qwen/qwen3-32b,blog_article,neutral,6.1792,39.8109,71.7007,1,56.7572,71.7007,14.9434
2026-01-30T01:00:40.077892+00:00,f5365c089eec,gpt-4o,blog_article,neutral,26.053,11.3998,81.2636,1,54.0559,81.2636,27.2077
2026-01-30T01:00:45.366761+00:00,f5365c089eec,llama-3.3-70b-versatile,blog_article,neutral,4.066,38.6128,88.6494,1,59.4886,88.6494,29.1608
2026-01-30T01:00:53.023408+00:00,f5365c089eec,moonshotai/kimi-k2-instruct,blog_article,neutral,6.4758,36.2889,91.1487,1,51.6417,91.1487,39.507
2026-01-30T01:01:00.165029+00:00,f5365c089eec,qwen/qwen3-32b,blog_article,neutral,5.9223,273.7103,63.4584,0,,,
2026-01-30T01:01:24.030407+00:00,eeacc64dbb82,gpt-4o,blog_article,neutral,22.7129,14.0449,80.1326,1,53.4895,80.1326,26.6431
2026-01-30T01:01:28.250955+00:00,eeacc64dbb82,llama-3.3-70b-versatile,blog_article,neutral,3.0107,201.9458,60.7953,0,,,
2026-01-30T01:01:34.383146+00:00,eeacc64dbb82,moonshotai/kimi-k2-instruct,blog_article,neutral,4.9298,111.567,62.1872,0,,,
2026-01-30T01:01:41.088351+00:00,eeacc64dbb82,qwen/qwen3-32b,blog_article,neutral,5.5352,248.4101,64.0876,0,,,
2026-01-30T01:02:17.592575+00:00,1dd5d59e93fb,gpt-4o,blog_article,neutral,35.3043,8.8091,77.4495,1,49.2351,77.4495,28.2144
2026-01-30T01:02:21.853432+00:00,1dd5d59e93fb,llama-3.3-70b-versatile,blog_article,neutral,3.0572,38.9243,90.0666,1,44.0234,90.0666,46.0432
2026-01-30T01:02:29.006347+00:00,1dd5d59e93fb,moonshotai/kimi-k2-instruct,blog_article,neutral,5.9809,35.9479,90.7193,1,52.1864,90.7193,38.5329
2026-01-30T01:02:36.807541+00:00,1dd5d59e93fb,qwen/qwen3-32b,blog_article,neutral,6.6372,26.0651,81.7394,1,55.7826,81.7394,25.9568
2026-01-30T01:03:05.559942+00:00,52b58744f02f,gpt-4o,blog_article,neutral,27.5716,8.4145,90.812,1,52.4469,90.812,38.3651
2026-01-30T01:03:09.120604+00:00,52b58744f02f,llama-3.3-70b-versatile,blog_article,neutral,2.3848,45.2875,90.3493,1,13.4049,90.3493,76.9445
2026-01-30T01:03:16.410425+00:00,52b58744f02f,moonshotai/kimi-k2-instruct,blog_article,neutral,6.1175,26.6447,83.2569,1,53.7213,83.2569,29.5356
2026-01-30T01:03:22.985326+00:00,52b58744f02f,qwen/qwen3-32b,blog_article,neutral,5.4,233.5173,61.922,0,,,
2026-03-11T00:16:56.188973+00:00,ab79235262eb,gpt-4o,blog_article,neutral,21.427,13.1143,82.3419,1,58.1642,82.3419,24.1777
2026-03-11T11:03:41.475837+00:00,cdca564ba1d6,gpt-4o,blog_article,neutral,28.851,8.4919,69.025,1,41.8052,69.025,27.2198
2026-03-11T13:22:45.403994+00:00,a32394028c48,gpt-4o,blog_article,neutral,19.3723,34.5339,62.6336,0,,,
2026-03-11T13:26:25.241297+00:00,edc324fbf000,gpt-4o,blog_article,neutral,17.5067,35.872,90.5,0,,,
